Epoch,Accuracy,Training Loss,Validation Loss,F1 Score,Precision,Recall,f1_score
692,96.67190219,0.001005291,0.00110342,0.910571869,0.936781912,0.895808565,"[0.94160058 0.97133758 0.97944267 0.98951192 0.9768177  0.66666667
 0.8601909  0.97316414 0.96276335 0.98155832 0.94071146 0.72916667
 0.99180328 0.8708134  0.92759295 0.96785404 0.73267327 0.92662474]"
693,96.52757142,0.000956454,0.001196448,0.913593706,0.93763831,0.897984987,"[0.93182621 0.96988906 0.97407913 0.9927913  0.96784396 0.72972973
 0.82691264 0.97067328 0.96460177 0.98295716 0.92215569 0.74226804
 0.97590361 0.88669951 0.95703125 0.96577947 0.75272727 0.93081761]"
694,96.63369699,0.000990277,0.001185506,0.911311048,0.93174828,0.898798459,"[0.94573082 0.96830428 0.97186933 0.99278363 0.97465681 0.67625899
 0.83042789 0.97491188 0.96526419 0.98169177 0.93570722 0.75728155
 0.9877551  0.87037037 0.92748092 0.96343219 0.75140187 0.92827004]"
695,96.75255763,0.000985691,0.001104933,0.915539857,0.922506599,0.910133452,"[0.94238976 0.97079716 0.98114943 0.99199058 0.97819315 0.71895425
 0.84865471 0.97055796 0.96378968 0.98411968 0.93307087 0.72440945
 0.98977505 0.88235294 0.95069034 0.96762802 0.73928571 0.94190871]"
696,96.71435242,0.000964298,0.001121187,0.91545582,0.931495976,0.906616276,"[0.94400574 0.96481626 0.9812357  0.99158873 0.97959184 0.71895425
 0.85146328 0.97307374 0.96638655 0.98208886 0.92645654 0.77669903
 0.98174442 0.87155963 0.94433781 0.96179644 0.73398058 0.92842536]"
697,96.58700174,0.000969603,0.001172603,0.912632974,0.937516791,0.895517781,"[0.93609425 0.96302124 0.97426637 0.99203775 0.98218029 0.69014085
 0.82750716 0.97087777 0.96475771 0.97941446 0.94449854 0.76767677
 0.99386503 0.85148515 0.93980583 0.96357714 0.76311031 0.92307692]"
698,96.72284247,0.000962258,0.001122786,0.913671895,0.919849494,0.909186959,"[0.94740634 0.97220016 0.9830973  0.99202363 0.97713098 0.67065868
 0.83573807 0.9731405  0.96183206 0.98455153 0.94035785 0.75229358
 0.99590164 0.87562189 0.9379845  0.96834701 0.74146341 0.93634497]"
699,96.51483635,0.000962974,0.001199875,0.913456398,0.924505902,0.905572489,"[0.92638253 0.97933227 0.97936726 0.9933037  0.96969697 0.71698113
 0.80420354 0.97060024 0.96580773 0.98551391 0.93768546 0.81132075
 0.9898167  0.85714286 0.92100193 0.97004943 0.74611399 0.91789474]"
700,96.60398183,0.000960349,0.001114597,0.913674752,0.934998482,0.898354734,"[0.94392523 0.97065821 0.97891842 0.99036088 0.98315789 0.72727273
 0.85284281 0.97393803 0.96339966 0.9749202  0.93       0.76470588
 0.9689441  0.84878049 0.9447619  0.96137849 0.74349442 0.92468619]"
701,96.79076283,0.000946701,0.001068822,0.922766465,0.939453918,0.910038651,"[0.94680086 0.97003155 0.9807516  0.99158774 0.97476341 0.76623377
 0.84855234 0.97160494 0.96334563 0.98108856 0.93065327 0.7962963
 0.99590164 0.88995215 0.94280079 0.96860465 0.74626866 0.94455852]"
702,96.95207369,0.000976766,0.001011028,0.921605737,0.932791268,0.914731807,"[0.95147059 0.97537728 0.9784897  0.99157088 0.98271346 0.76923077
 0.87008734 0.97532656 0.96619304 0.98126143 0.94726562 0.76923077
 0.98380567 0.87850467 0.93258427 0.96787504 0.74642857 0.9214876 ]"
703,96.64218704,0.000950944,0.001113599,0.916039191,0.929540215,0.906504703,"[0.95003674 0.9712     0.97725205 0.99211197 0.97912317 0.74125874
 0.85145318 0.96892886 0.96089932 0.98224579 0.93239152 0.76635514
 0.98755187 0.88442211 0.91902072 0.96715543 0.72783826 0.92946058]"
704,96.67614722,0.000935825,0.001112986,0.915376725,0.928932298,0.907959226,"[0.94286741 0.97156398 0.97646516 0.9929145  0.96625603 0.72093023
 0.8478614  0.97080141 0.9604878  0.98214286 0.93834297 0.74
 0.99176955 0.88349515 0.93385214 0.96814159 0.76363636 0.92525253]"
705,96.77378274,0.000950676,0.001090929,0.917164671,0.943018594,0.900489229,"[0.93763288 0.97184232 0.97806216 0.99262841 0.98174231 0.75862069
 0.84135667 0.97234352 0.96405711 0.98616874 0.93690249 0.77227723
 0.9898167  0.87309645 0.94573643 0.96901245 0.70866142 0.92900609]"
706,96.04363883,0.000957438,0.001354989,0.909991104,0.933066232,0.892237482,"[0.90048376 0.97525938 0.97940503 0.9900223  0.94961665 0.73103448
 0.75203725 0.97161662 0.96445959 0.98251266 0.92892893 0.77777778
 0.98760331 0.89108911 0.94757282 0.97240164 0.73684211 0.94117647]"
707,96.42144585,0.000936866,0.001298683,0.912437437,0.921014054,0.908282059,"[0.91206117 0.97012579 0.97674419 0.99367799 0.96335635 0.6779661
 0.78833819 0.97186281 0.96751969 0.98358382 0.94695481 0.76923077
 0.99383984 0.89719626 0.921875   0.96808199 0.77931034 0.94214876]"
708,96.67190219,0.000968875,0.001079981,0.917515993,0.939037404,0.902610628,"[0.93484419 0.96743447 0.98130415 0.99211672 0.97614108 0.73333333
 0.82613636 0.97327533 0.96626447 0.98252874 0.92625369 0.78504673
 0.99588477 0.89423077 0.94324853 0.9657574  0.73372781 0.93775934]"
709,96.86717324,0.000952472,0.0010484,0.922749707,0.941003532,0.909329342,"[0.94560058 0.96964856 0.98078683 0.99325763 0.97961317 0.75524476
 0.8461126  0.97248086 0.96209913 0.98406098 0.93877551 0.7962963
 0.98765432 0.88780488 0.95294118 0.96796537 0.74676525 0.94238683]"
710,96.68463726,0.000909799,0.001170878,0.916764577,0.946456661,0.896716723,"[0.94550602 0.97233202 0.97070753 0.99269385 0.97029703 0.75177305
 0.83234501 0.97249224 0.96575511 0.98373425 0.93161546 0.80392157
 0.98550725 0.88780488 0.92433538 0.97007407 0.71905697 0.9218107 ]"
711,96.79925288,0.000955912,0.001100722,0.917684909,0.936819906,0.905705422,"[0.95125448 0.97233202 0.98351648 0.99203869 0.97805643 0.75159236
 0.85251046 0.97126318 0.96485623 0.98067188 0.93266332 0.75471698
 0.99180328 0.88669951 0.94026975 0.96778008 0.69980119 0.94650206]"
712,96.82472301,0.000919501,0.001113455,0.919881068,0.944957043,0.903445806,"[0.94440485 0.96988906 0.97676538 0.99239252 0.9790795  0.74242424
 0.8590604  0.96982224 0.96619788 0.98077803 0.92871287 0.75247525
 0.98977505 0.88461538 0.95145631 0.9663841  0.76460177 0.93902439]"
713,96.77802776,0.000944317,0.001094961,0.911033209,0.933253523,0.897034194,"[0.94675842 0.9637224  0.97684975 0.99175695 0.98020833 0.64788732
 0.8630061  0.97174675 0.96377876 0.98280211 0.92748092 0.75925926
 0.98765432 0.87684729 0.9389313  0.97014484 0.72323232 0.92653061]"
714,96.47663115,0.000955532,0.001245586,0.909703138,0.944975666,0.887102632,"[0.92729189 0.97468354 0.97321834 0.99082892 0.96921444 0.71212121
 0.81267685 0.96799504 0.96801181 0.98069853 0.94234592 0.69473684
 0.99383984 0.85279188 0.95330739 0.97015799 0.74401473 0.94672131]"
715,97.01999406,0.000923239,0.00105383,0.9259784,0.937065862,0.918002897,"[0.95525646 0.96897375 0.9792913  0.99232404 0.97861242 0.74358974
 0.86329386 0.97214137 0.96710849 0.98334105 0.94070352 0.77358491
 0.99590164 0.91428571 0.94636015 0.96952271 0.78141136 0.94190871]"
716,97.0836694,0.000905347,0.00103125,0.925487316,0.940615404,0.917515871,"[0.95379061 0.97537728 0.98219991 0.99291785 0.98174231 0.76923077
 0.86339381 0.97531632 0.96464771 0.98155832 0.94921875 0.8
 0.99180328 0.86343612 0.95516569 0.97122929 0.74609375 0.9416499 ]"
717,96.2431549,0.00091549,0.001260293,0.91193095,0.932289928,0.897174053,"[0.93115685 0.97284345 0.95989305 0.98985278 0.94511526 0.71621622
 0.80231214 0.97231405 0.96427704 0.98235968 0.94175716 0.7962963
 0.99176955 0.88995215 0.92952381 0.96480331 0.72796935 0.93634497]"
718,96.82896803,0.000930818,0.001096662,0.91346853,0.933618489,0.901045334,"[0.95045208 0.96921863 0.96638279 0.99297147 0.98004202 0.65217391
 0.85201306 0.97505198 0.96292659 0.98435343 0.93106893 0.78
 0.98977505 0.85844749 0.93774319 0.97206054 0.7630662  0.92468619]"
719,96.67190219,0.000924207,0.001127403,0.914519572,0.941579148,0.897563616,"[0.94976509 0.96907216 0.96855346 0.99255847 0.97935416 0.73825503
 0.84121083 0.96831642 0.95891077 0.98114964 0.9372549  0.69473684
 0.99588477 0.89       0.95238095 0.97008423 0.74952919 0.92433538]"
720,96.02665874,0.000914749,0.001475884,0.908226622,0.930420768,0.892979569,"[0.91658013 0.96584591 0.97199639 0.99100476 0.94551458 0.68918919
 0.77457903 0.97057605 0.96490798 0.98022796 0.92540323 0.78846154
 0.99383984 0.91346154 0.9194499  0.96632504 0.74856046 0.92215569]"
721,96.82047799,0.000943195,0.001100821,0.916703666,0.939820107,0.900550468,"[0.94934877 0.96476116 0.97891842 0.99124611 0.97952756 0.72151899
 0.85437998 0.96816327 0.96394408 0.9840757  0.94059406 0.80392157
 0.99183673 0.81632653 0.94252874 0.97362251 0.74427481 0.93167702]"
722,96.81623297,0.000910068,0.001097571,0.916604397,0.924725174,0.910089856,"[0.94392523 0.96974522 0.97672296 0.99348341 0.97104447 0.68918919
 0.84845133 0.9729064  0.96596273 0.98315255 0.94594595 0.72072072
 1.         0.9        0.93542074 0.96618076 0.7568438  0.95918367]"
723,96.66341215,0.000907055,0.001181756,0.916493644,0.937214409,0.901518754,"[0.93219737 0.97124601 0.97174111 0.99291534 0.98372703 0.73548387
 0.85456595 0.97112211 0.95766423 0.97915235 0.93567251 0.73267327
 0.99588477 0.88442211 0.9304175  0.96594245 0.75276753 0.94929006]"
724,96.75255763,0.000908341,0.001162878,0.922283904,0.942539645,0.907495969,"[0.93258427 0.96993671 0.97852901 0.99257338 0.97635313 0.76388889
 0.85457608 0.96893123 0.96650246 0.98098511 0.93161546 0.8
 0.99381443 0.88888889 0.94615385 0.96776084 0.75       0.93801653]"
725,97.01574903,0.000897088,0.001044178,0.927355033,0.937949685,0.919055709,"[0.95561169 0.96979332 0.97814208 0.99356742 0.96947368 0.76433121
 0.86242523 0.97214772 0.96529658 0.98411236 0.94152626 0.82568807
 0.99381443 0.88995215 0.94901961 0.96982127 0.75837743 0.94929006]"
726,96.86292822,0.000922737,0.001075443,0.919774361,0.943455454,0.903959116,"[0.9557076  0.96774194 0.97236067 0.99008041 0.97861242 0.69014085
 0.85954113 0.9748179  0.96504522 0.98476454 0.92555332 0.78431373
 0.99586777 0.89201878 0.95       0.96577947 0.75665399 0.94693878]"
727,96.3747506,0.000903234,0.001329102,0.917949923,0.928924026,0.910338594,"[0.91283124 0.9696     0.98170174 0.99062887 0.98002103 0.76923077
 0.79114303 0.96984717 0.96296296 0.98227848 0.93699187 0.79245283
 0.99383984 0.87378641 0.93358634 0.97065728 0.7751938  0.93634497]"
728,96.78651781,0.000888679,0.001086781,0.919116894,0.935271073,0.907082582,"[0.94490457 0.96095618 0.97953615 0.99124405 0.97814776 0.72108844
 0.86409966 0.96826722 0.9609375  0.98594794 0.93713163 0.79279279
 0.99176955 0.86915888 0.93516699 0.96779809 0.76923077 0.92592593]"
729,96.73982256,0.000894476,0.001109439,0.920835113,0.938617859,0.907667036,"[0.9474828  0.97047087 0.97398448 0.99307159 0.98212408 0.75641026
 0.83941208 0.96803279 0.9634681  0.98012939 0.94581281 0.80769231
 0.99378882 0.86294416 0.93256262 0.96673416 0.76086957 0.93004115]"
730,96.71435242,0.000887894,0.001164435,0.917878276,0.932747296,0.907862564,"[0.93361582 0.97023331 0.97632058 0.99117647 0.97652582 0.72727273
 0.8361204  0.97383721 0.96497287 0.98360656 0.9421001  0.78181818
 0.99794661 0.86915888 0.94368932 0.97167883 0.73887814 0.94285714]"
731,96.95631872,0.00088619,0.001105912,0.923477837,0.929230475,0.918968933,"[0.94857965 0.97452229 0.97852901 0.99319486 0.98264072 0.76923077
 0.85682819 0.97376093 0.96432964 0.98284146 0.94243902 0.76785714
 0.99794661 0.88888889 0.94274809 0.9692397  0.74616695 0.94285714]"
732,97.07942437,0.000898481,0.001059482,0.920313255,0.940079153,0.907166303,"[0.95193687 0.97310127 0.97712717 0.99262667 0.98274961 0.73619632
 0.8534202  0.97544873 0.96705998 0.98731842 0.94591937 0.71287129
 0.99588477 0.87755102 0.94695481 0.97254673 0.75757576 0.95934959]"
733,96.74406758,0.000917319,0.001134162,0.916535762,0.938632231,0.900861739,"[0.94733019 0.97233202 0.97946143 0.99216587 0.97822623 0.72972973
 0.83552632 0.96902564 0.96960784 0.9795539  0.94559842 0.73786408
 0.99383984 0.87254902 0.9453125  0.96238875 0.74427481 0.94285714]"
734,96.78227279,0.00091024,0.001091582,0.918175514,0.930464173,0.909725988,"[0.94510226 0.96671949 0.97375566 0.99157485 0.9790795  0.73684211
 0.8458498  0.97466777 0.96432964 0.98135788 0.93359375 0.74766355
 0.99794661 0.89908257 0.94230769 0.97146185 0.75499093 0.92083333]"
735,96.72708749,0.000880341,0.001105459,0.916645484,0.933442769,0.904156533,"[0.93865906 0.96474359 0.976299   0.99275149 0.98119122 0.72972973
 0.84879146 0.96960926 0.9626352  0.98304308 0.92172211 0.75925926
 0.99386503 0.87804878 0.94230769 0.96930722 0.75514019 0.93251534]"
736,96.5785117,0.00090905,0.001178946,0.913445438,0.934273966,0.899691833,"[0.9426025  0.96579157 0.97549909 0.99158576 0.9694142  0.73758865
 0.85148515 0.97145221 0.96259599 0.97681818 0.93175074 0.73214286
 0.99386503 0.88785047 0.92337917 0.96414815 0.73517787 0.92887029]"
737,96.7483126,0.000879779,0.001118727,0.919565248,0.933979645,0.909296827,"[0.94230769 0.96758893 0.98078683 0.99256813 0.97496004 0.75675676
 0.8377193  0.97001034 0.96471749 0.9829257  0.93726236 0.77777778
 0.99590164 0.85990338 0.94368932 0.96759124 0.76208178 0.93762575]"
738,96.97329881,0.000884905,0.001035463,0.918754561,0.938927657,0.907549187,"[0.95255474 0.97075099 0.97889908 0.9922855  0.98006296 0.725
 0.86891386 0.97524444 0.96177258 0.98333333 0.93731343 0.72727273
 0.99170124 0.88679245 0.94857143 0.97015358 0.74363992 0.94331984]"
739,96.87990831,0.00087833,0.001092444,0.922227561,0.936656181,0.91179551,"[0.94955277 0.96964856 0.97592004 0.99297064 0.97782471 0.76821192
 0.85806106 0.97243108 0.96499014 0.98197582 0.93333333 0.76923077
 0.99183673 0.89855072 0.94368932 0.97015799 0.74125874 0.94045175]"
740,96.88839835,0.000892212,0.001074081,0.918888858,0.941643465,0.903120711,"[0.94237042 0.96753761 0.97899543 0.99216679 0.98006296 0.74509804
 0.83776145 0.97268651 0.96747371 0.98731842 0.94037146 0.73267327
 0.98550725 0.91089109 0.93536122 0.97223034 0.76425856 0.92723493]"
741,96.55304156,0.000912069,0.001209038,0.906098135,0.927982163,0.891610076,"[0.94384449 0.95770152 0.96750903 0.99193406 0.96904025 0.62962963
 0.863711   0.97021454 0.96082272 0.98219653 0.93359762 0.73267327
 0.9789916  0.88349515 0.91860465 0.96691817 0.76425856 0.89462366]"
742,96.7483126,0.000891202,0.001099508,0.91910992,0.923411044,0.916328404,"[0.94245385 0.9744     0.97013575 0.99312959 0.98045431 0.71084337
 0.83500557 0.97350993 0.96507937 0.98110599 0.92739593 0.8
 0.98780488 0.87735849 0.94820717 0.97043478 0.77386935 0.93279022]"
743,96.97754383,0.000884505,0.001027425,0.920922259,0.929494374,0.914340133,"[0.95494186 0.97224425 0.9763851  0.99227822 0.97863471 0.72955975
 0.85588073 0.97420965 0.96609337 0.98462245 0.94291339 0.76521739
 0.98380567 0.90047393 0.93280632 0.97207679 0.76618705 0.92827004]"
744,96.93933863,0.000892777,0.001060753,0.924300954,0.937278437,0.914711555,"[0.94201861 0.96366509 0.9799818  0.99348573 0.98012552 0.73611111
 0.84694429 0.97331109 0.96598972 0.98599954 0.94013739 0.82242991
 0.99176955 0.88780488 0.9496124  0.97303634 0.76190476 0.94308943]"
745,96.66341215,0.000863096,0.001098442,0.914123637,0.930702744,0.90277169,"[0.95341278 0.97395422 0.97946143 0.98905216 0.97558442 0.71895425
 0.84526559 0.97119171 0.96755162 0.97971279 0.92618807 0.76785714
 0.99183673 0.86111111 0.92069632 0.96551724 0.72015656 0.94672131]"
746,96.95631872,0.000858709,0.001061211,0.919870247,0.934614237,0.911886225,"[0.95334539 0.97284345 0.973194   0.99255055 0.97745149 0.72
 0.87013699 0.97413433 0.96453901 0.98290203 0.94285714 0.74226804
 0.99386503 0.87850467 0.94390716 0.96770439 0.76818951 0.93927126]"
747,96.49361124,0.000864181,0.0012344,0.912938107,0.92266219,0.906009587,"[0.92847025 0.96945338 0.97414966 0.99285166 0.9671704  0.65753425
 0.79751131 0.97405272 0.96544916 0.98205246 0.92828685 0.82568807
 0.99793814 0.85454545 0.93774319 0.97238543 0.76666667 0.94093686]"
748,96.75255763,0.000904958,0.001127288,0.916090927,0.932880851,0.90525039,"[0.95416208 0.9712     0.97104072 0.99013969 0.97255308 0.7195122
 0.85271318 0.97425249 0.9654327  0.9823435  0.92697769 0.75
 0.99183673 0.89099526 0.92759295 0.97010551 0.74329502 0.93548387]"
749,96.76953772,0.000865397,0.001107966,0.921262222,0.946657207,0.904089685,"[0.95396883 0.9703763  0.97769686 0.99018859 0.97308489 0.76712329
 0.86051744 0.9705821  0.96469442 0.98229478 0.926      0.77227723
 0.9898167  0.88995215 0.9348659  0.96212778 0.77246654 0.92468619]"
750,96.65067708,0.000852339,0.001141433,0.917533918,0.933526432,0.905376988,"[0.94829483 0.96840442 0.97808219 0.99000588 0.97080292 0.73825503
 0.84210526 0.97196262 0.96479728 0.98279422 0.90625    0.77358491
 0.98780488 0.89201878 0.9488189  0.97319588 0.74315068 0.93528184]"
751,96.87141826,0.000891434,0.00108823,0.92222296,0.940706216,0.909033471,"[0.94767232 0.9688747  0.97948016 0.99192836 0.97371188 0.72727273
 0.845898   0.97265063 0.96710849 0.98410504 0.9439528  0.82242991
 0.99590164 0.88995215 0.93560606 0.96992701 0.74115456 0.94238683]"
752,96.44267097,0.000876119,0.0012662,0.912151145,0.939112711,0.894374734,"[0.92522711 0.96190476 0.9719457  0.99216864 0.97486911 0.71942446
 0.80858272 0.96826722 0.96629213 0.98294931 0.93386774 0.74
 0.99794661 0.8952381  0.93256262 0.96710335 0.74339623 0.93697479]"
753,96.82047799,0.000870073,0.001124653,0.919039257,0.9356118,0.906571781,"[0.93962129 0.9696     0.97725205 0.99373745 0.97701149 0.71523179
 0.83600221 0.97583144 0.96556777 0.9820442  0.92941176 0.80373832
 0.99381443 0.86699507 0.94186047 0.96904206 0.76524954 0.9406953 ]"
754,97.08791442,0.000861056,0.001023361,0.925190348,0.934516099,0.917761449,"[0.95775674 0.9696     0.98170174 0.99254438 0.98117155 0.78666667
 0.86893475 0.97477958 0.9668549  0.9826246  0.9389313  0.75229358
 0.99794661 0.87254902 0.94594595 0.96998234 0.74957983 0.96356275]"
755,96.93084858,0.000869663,0.001071712,0.918092323,0.932661252,0.908650304,"[0.95541863 0.97681855 0.98       0.99284659 0.97627833 0.71724138
 0.85214626 0.97430584 0.96573666 0.9825768  0.92692693 0.75728155
 0.98770492 0.87155963 0.94509804 0.97322742 0.7469459  0.94354839]"
756,96.91811351,0.000864876,0.00105204,0.92014931,0.937055134,0.908752539,"[0.95151954 0.9775641  0.98073394 0.9919407  0.96777602 0.74509804
 0.84568918 0.9734404  0.96791575 0.98463655 0.93240557 0.77777778
 0.99176955 0.84259259 0.94552529 0.97099326 0.74951456 0.96579477]"
757,96.83745808,0.000862128,0.001105596,0.916394018,0.947925926,0.896592356,"[0.9441877  0.97374702 0.97412619 0.99291617 0.97545358 0.73381295
 0.84044234 0.97324207 0.96505906 0.98552722 0.92921236 0.71578947
 0.99383984 0.87878788 0.94941634 0.97317784 0.75373134 0.94262295]"
758,97.10489451,0.000863074,0.001009933,0.927105104,0.9389469,0.917894098,"[0.95391368 0.97310127 0.97814208 0.99238174 0.9805978  0.75
 0.87167891 0.97583144 0.96238777 0.98347866 0.94655005 0.79245283
 0.98969072 0.89756098 0.95769231 0.97390794 0.76351351 0.94501018]"
759,96.86717324,0.000855938,0.001065717,0.918180421,0.93124075,0.912764261,"[0.95346281 0.9722882  0.97790055 0.99216125 0.98063841 0.76923077
 0.8574514  0.97547797 0.96321559 0.98128898 0.93604651 0.76923077
 0.98568507 0.8744186  0.94274809 0.97064807 0.69980119 0.92555332]"
760,96.66765717,0.000866484,0.001181466,0.914343538,0.932716805,0.902771175,"[0.94438464 0.97607656 0.97324263 0.99257863 0.97066667 0.7
 0.82913472 0.97309603 0.96445207 0.98301973 0.9439528  0.77227723
 0.98574338 0.90654206 0.92248062 0.96808199 0.73684211 0.91561181]"
761,96.96905378,0.000858752,0.001065474,0.921309097,0.942792762,0.904995333,"[0.95947902 0.9686747  0.97684975 0.9906004  0.97859008 0.72972973
 0.87213847 0.97440132 0.9662096  0.98331429 0.93359375 0.77477477
 0.99586777 0.89447236 0.93700787 0.96760895 0.73786408 0.94238683]"
762,96.81623297,0.000851941,0.001107478,0.918618861,0.934540749,0.908282187,"[0.9474442  0.96666667 0.97632058 0.99126122 0.97801047 0.74172185
 0.85270426 0.97417889 0.96560137 0.98275466 0.93371758 0.71428571
 1.         0.89952153 0.93700787 0.96749634 0.75328947 0.95315682]"
763,96.90537844,0.000854168,0.001067349,0.918641207,0.937659221,0.906013724,"[0.95393544 0.9736211  0.96917498 0.99221973 0.98365841 0.74534161
 0.86522463 0.97360825 0.96245734 0.98180143 0.93493493 0.71428571
 0.98973306 0.90821256 0.92664093 0.97142857 0.76977153 0.91949153]"
764,96.85443817,0.000868368,0.001121781,0.919853766,0.922677233,0.918702956,"[0.94634498 0.9688747  0.97723133 0.99343778 0.9729443  0.75294118
 0.84611202 0.97270265 0.96563574 0.98163453 0.9396637  0.69090909
 0.99794661 0.89622642 0.95719844 0.96791132 0.78056951 0.9490835 ]"
765,96.86717324,0.000838976,0.001104483,0.923049294,0.934018261,0.914429089,"[0.94460432 0.97246263 0.97976081 0.99402685 0.97209057 0.7721519
 0.84561592 0.97203947 0.96214896 0.9835914  0.92878636 0.75438596
 0.9877551  0.90547264 0.953125   0.9696793  0.77090909 0.94628099]"
766,96.95207369,0.000858138,0.001066658,0.922783254,0.94165063,0.910430806,"[0.94096472 0.96733068 0.9784897  0.99351186 0.97856769 0.74683544
 0.84292035 0.97291752 0.96573666 0.98504028 0.94037146 0.74747475
 0.99794661 0.89952153 0.9484127  0.97232038 0.77205882 0.95967742]"
767,96.96905378,0.000854028,0.001057462,0.923416651,0.942280628,0.909788101,"[0.95234657 0.96845426 0.97948016 0.99297064 0.97414685 0.7260274
 0.85744794 0.9739777  0.96329145 0.98343304 0.93103448 0.78846154
 0.99793814 0.91176471 0.95088409 0.973969   0.74637681 0.94949495]"
768,96.89264338,0.000868483,0.001098358,0.921757913,0.93818783,0.910143439,"[0.94706518 0.96969697 0.98037426 0.99315634 0.97460317 0.73076923
 0.8389596  0.97090164 0.96705998 0.98415614 0.94439024 0.78504673
 0.99793814 0.89855072 0.94488189 0.96913221 0.73704415 0.95791583]"
769,96.99876894,0.000830948,0.001034936,0.920994582,0.933243303,0.913268156,"[0.95620438 0.9703763  0.97899543 0.99233129 0.97861242 0.78205128
 0.85605234 0.97366784 0.96766291 0.98390805 0.94266278 0.72727273
 0.99586777 0.87323944 0.94208494 0.96985507 0.74517375 0.94188377]"
770,96.76953772,0.000865708,0.001122071,0.918588179,0.930207409,0.912405084,"[0.94729345 0.96748612 0.97543221 0.99314907 0.96618357 0.76821192
 0.83653846 0.97318645 0.96626447 0.98344828 0.9453125  0.76635514
 0.99176955 0.87719298 0.93774319 0.97019287 0.73170732 0.93711968]"
771,96.85868319,0.000870052,0.001131673,0.92182998,0.932139659,0.914424352,"[0.95110467 0.96290323 0.97621226 0.99294898 0.98067885 0.73548387
 0.85989305 0.97623476 0.96138807 0.97906977 0.93719807 0.74766355
 0.99590164 0.91707317 0.94777563 0.96368876 0.76678445 0.94093686]"
772,96.75680265,0.000847676,0.001103189,0.919946393,0.940015064,0.905435128,"[0.94307197 0.96706827 0.98165138 0.99136259 0.97756912 0.77631579
 0.85714286 0.97058218 0.96670777 0.97867408 0.93410853 0.76785714
 0.99173554 0.86734694 0.94094488 0.96427534 0.72871287 0.95390782]"
773,96.91811351,0.000851902,0.001101711,0.918616708,0.935765498,0.906339408,"[0.94755877 0.96650718 0.98170174 0.9921631  0.97494781 0.72611465
 0.852532   0.97305081 0.96895625 0.98265896 0.94563107 0.75
 0.99180328 0.87378641 0.92985972 0.97027972 0.76779026 0.93975904]"
774,97.02423908,0.000834598,0.001022907,0.923118251,0.934954013,0.915873455,"[0.95917617 0.96474359 0.98037426 0.99204619 0.97268908 0.74698795
 0.861678   0.97303972 0.96920821 0.98371933 0.94829268 0.75247525
 0.99383984 0.88785047 0.95516569 0.96789259 0.75130435 0.95564516]"
775,96.79500785,0.000842677,0.001121025,0.918954854,0.928672154,0.910859988,"[0.95279593 0.96524487 0.97614679 0.98954049 0.97460317 0.72955975
 0.84911073 0.97352089 0.96852891 0.98317585 0.934      0.74545455
 0.98770492 0.89099526 0.95499022 0.96976744 0.75342466 0.94262295]"
776,96.87141826,0.000829799,0.001091199,0.921860919,0.921444378,0.925609651,"[0.94889453 0.95754717 0.97757437 0.99277508 0.97416974 0.70652174
 0.85978261 0.97254244 0.96501101 0.9856879  0.94013739 0.7962963
 0.99586777 0.89952153 0.93690249 0.97144522 0.77429467 0.93852459]"
777,97.01999406,0.000849949,0.001069248,0.922565005,0.940031306,0.910043711,"[0.94452347 0.97220016 0.98083942 0.99187471 0.9774041  0.74172185
 0.84594447 0.97592362 0.96929173 0.98574057 0.94819159 0.75675676
 0.99794661 0.89340102 0.95906433 0.97548161 0.73786408 0.952     ]"
778,96.9902789,0.000817157,0.001029884,0.921717319,0.923667997,0.921546206,"[0.95556372 0.97174254 0.97478221 0.9932005  0.98071912 0.70588235
 0.86469003 0.97234352 0.96580362 0.98661744 0.93587174 0.81415929
 0.99383984 0.88479263 0.93032015 0.97037254 0.77758913 0.91262136]"
779,97.0284841,0.000851661,0.001024394,0.922572509,0.94269647,0.910105274,"[0.94959825 0.97378872 0.97610294 0.99280236 0.98271346 0.74829932
 0.86443381 0.97410192 0.96484375 0.98519889 0.94094869 0.74747475
 0.99386503 0.89215686 0.94433781 0.97078392 0.76437848 0.94047619]"
780,96.8968884,0.000858253,0.00110212,0.92007979,0.935365447,0.90933621,"[0.94650499 0.97075099 0.97587619 0.99138033 0.97622821 0.75362319
 0.84772727 0.97296182 0.96807721 0.98356164 0.93663366 0.72380952
 0.99590164 0.87922705 0.95107632 0.97739947 0.76311606 0.94758065]"
781,97.01999406,0.000856827,0.00104187,0.922433544,0.934033201,0.915949357,"[0.95671153 0.97718332 0.97670169 0.99256374 0.98265896 0.79220779
 0.86436024 0.97479339 0.96573666 0.98150717 0.95366795 0.73786408
 0.99176955 0.87782805 0.9328215  0.9675723  0.73027523 0.94758065]"
782,97.10913953,0.000863211,0.000993497,0.928402507,0.941107575,0.919125532,"[0.95251903 0.97476341 0.97547684 0.99214922 0.9784324  0.73684211
 0.86094183 0.97592362 0.96714076 0.98736504 0.94223108 0.80769231
 0.99793814 0.92822967 0.95384615 0.97464296 0.75838926 0.94672131]"
783,96.97754383,0.000818583,0.001068504,0.918788183,0.937382982,0.905701133,"[0.95104392 0.97700238 0.97769686 0.99319808 0.97652582 0.69444444
 0.84980885 0.97365171 0.96697881 0.98315255 0.93557978 0.75247525
 0.98977505 0.88780488 0.94346979 0.97449275 0.77720207 0.9338843 ]"
