Epoch,Accuracy,Training Loss,Validation Loss,F1 Score,Precision,Recall,f1_score
611,94.38383495,0.001891935,0.001763551,0.837394102,0.90501283,0.808313998,"[0.88362369 0.94736842 0.94358063 0.9919307  0.93867207 0.45
 0.7028451  0.96355775 0.94040379 0.96933909 0.889332   0.45
 0.99180328 0.7283237  0.83778234 0.95461287 0.63404255 0.85587583]"
612,95.18189922,0.001843352,0.001552725,0.86762414,0.899310501,0.856297982,"[0.90144728 0.9610183  0.95575221 0.99161549 0.96193416 0.56774194
 0.73997833 0.96588574 0.9474467  0.97773697 0.89771599 0.6185567
 0.9877551  0.81081081 0.91187739 0.96233577 0.55889145 0.89873418]"
613,95.03332343,0.001778616,0.001586412,0.867631313,0.889411583,0.858511989,"[0.90850608 0.9554849  0.95401262 0.99070731 0.95419454 0.52173913
 0.73858921 0.96573209 0.94793713 0.97094658 0.90084986 0.62626263
 0.98550725 0.8        0.88104089 0.95985936 0.66255144 0.89344262]"
614,95.64885172,0.001757414,0.001403948,0.875659527,0.909704079,0.857212261,"[0.92180775 0.95389507 0.95604894 0.99162143 0.96303901 0.46511628
 0.78347107 0.96359123 0.95413735 0.97842057 0.91724826 0.65957447
 0.98174442 0.82464455 0.90839695 0.9640456  0.69155206 0.88351648]"
615,95.36868022,0.001691964,0.001513833,0.874172696,0.90753544,0.857668688,"[0.8921805  0.95714286 0.95820225 0.99266272 0.95162148 0.50793651
 0.73809524 0.9712394  0.95268293 0.97776759 0.89261084 0.60869565
 0.98977505 0.85067873 0.92996109 0.96132597 0.70656371 0.89596603]"
616,95.54697118,0.001655118,0.001427786,0.871907926,0.90256674,0.858809046,"[0.91761364 0.95501184 0.95496324 0.9923483  0.97252462 0.54411765
 0.78418803 0.96498054 0.94980507 0.97734628 0.90656064 0.57471264
 0.96993988 0.78899083 0.92045455 0.96357227 0.69818182 0.85903084]"
617,95.95024833,0.001625257,0.001277176,0.890954092,0.90236654,0.884201941,"[0.94015234 0.96999189 0.96451319 0.99269726 0.96250642 0.60294118
 0.80737927 0.96692324 0.95599022 0.97980725 0.91976517 0.72072072
 0.97384306 0.83673469 0.92427184 0.96537559 0.66372981 0.88983051]"
618,95.49178588,0.00159555,0.001460235,0.878994142,0.890842687,0.871032317,"[0.92044238 0.9656275  0.95816464 0.9922352  0.95       0.58156028
 0.7559146  0.96466721 0.9562668  0.98084468 0.91388045 0.63716814
 0.9739479  0.86666667 0.88888889 0.96523517 0.64167916 0.90870488]"
619,95.76771236,0.001533442,0.001359182,0.878893321,0.916341729,0.857759399,"[0.93598553 0.95993716 0.95803571 0.99189205 0.95934122 0.47058824
 0.79552391 0.9669558  0.95811903 0.97714154 0.9054326  0.76190476
 0.98568507 0.75935829 0.89421158 0.96213678 0.688      0.88983051]"
620,95.72950715,0.001523937,0.001360047,0.887102703,0.922783814,0.866198226,"[0.91577445 0.97084318 0.96601722 0.98702513 0.96399177 0.60869565
 0.77491208 0.96988577 0.9542899  0.97961075 0.916      0.6875
 0.98367347 0.80952381 0.91395793 0.96714161 0.69262295 0.90638298]"
621,95.57244131,0.00147796,0.001434004,0.880986428,0.911708872,0.864559253,"[0.9325556  0.9556809  0.96201373 0.99151244 0.95126904 0.58598726
 0.79481641 0.96430757 0.9513382  0.9749202  0.89370485 0.66666667
 0.97188755 0.82926829 0.89904762 0.95382782 0.67640919 0.90254237]"
622,96.08608906,0.001480379,0.001306625,0.889491845,0.914490588,0.87436485,"[0.93183466 0.96496815 0.96196868 0.99083    0.97086368 0.496
 0.80043384 0.97042399 0.95722317 0.9823584  0.91388045 0.7027027
 0.9877551  0.83962264 0.93013972 0.96585935 0.71119843 0.93279022]"
623,95.89506304,0.001430759,0.001299114,0.899520683,0.918938191,0.887781213,"[0.92652913 0.97013721 0.97327189 0.99205314 0.9618001  0.64968153
 0.77338669 0.96743215 0.95793824 0.97908527 0.91935484 0.76470588
 0.97975709 0.86       0.92815534 0.96253267 0.70498084 0.92057026]"
624,96.08608906,0.001409096,0.001290632,0.892534215,0.919714402,0.874965297,"[0.93367534 0.95508274 0.96718323 0.99254526 0.96558916 0.64516129
 0.83160083 0.96913197 0.95       0.98095894 0.89858012 0.64583333
 0.98556701 0.8125     0.94140625 0.96341463 0.75457875 0.87280702]"
625,95.59366643,0.001389741,0.001446312,0.885256302,0.908579484,0.875447339,"[0.90731025 0.94479495 0.96807034 0.99241796 0.96145833 0.65608466
 0.74535519 0.96828666 0.95517325 0.98061837 0.91919192 0.63043478
 0.98977505 0.83333333 0.91923077 0.9664311  0.70168856 0.89495798]"
626,96.32381033,0.001391279,0.00122237,0.904856876,0.932655873,0.886518506,"[0.93571429 0.9656275  0.97464269 0.99186033 0.97502601 0.69064748
 0.82882883 0.96418396 0.95815796 0.98026618 0.91826438 0.71287129
 0.99383984 0.84466019 0.92771084 0.96576151 0.71984436 0.93951613]"
627,96.44691599,0.001335703,0.001157562,0.900732048,0.9279997,0.884049799,"[0.94421869 0.96712109 0.97494305 0.99197072 0.97249611 0.61538462
 0.84468085 0.96869852 0.95415959 0.98249655 0.91935484 0.65979381
 0.99173554 0.86255924 0.94280079 0.96644295 0.72370766 0.93061224]"
628,96.37899563,0.001340943,0.001192203,0.904724264,0.923745605,0.89241344,"[0.93179358 0.96727853 0.97129841 0.99157783 0.96697626 0.7037037
 0.82730924 0.97048504 0.95895069 0.98032037 0.93281402 0.68686869
 0.99180328 0.83091787 0.94324853 0.96606669 0.74626866 0.91735537]"
629,96.04788386,0.001356153,0.001297575,0.891401391,0.926576075,0.872106094,"[0.93225124 0.96325879 0.96838302 0.99113161 0.96143959 0.6
 0.81243629 0.97117794 0.95470212 0.98024634 0.90666667 0.65217391
 0.98977505 0.84158416 0.92730845 0.96849475 0.71243043 0.91176471]"
630,96.23890988,0.001316538,0.001239832,0.89284289,0.916382737,0.880120239,"[0.94623656 0.96174863 0.96917498 0.99163821 0.96137787 0.49612403
 0.8448     0.97042899 0.9574625  0.97554348 0.93452381 0.70588235
 0.98960499 0.85454545 0.93150685 0.95444947 0.70428016 0.92184369]"
631,96.35777051,0.001316073,0.001156204,0.903668918,0.924312697,0.89248459,"[0.93802714 0.96120348 0.96898876 0.99275792 0.97558442 0.69172932
 0.83816014 0.96995885 0.95454545 0.98126999 0.92517007 0.68041237
 0.99170124 0.84466019 0.9488189  0.96447602 0.71833085 0.9202454 ]"
632,96.30683024,0.00129863,0.001224262,0.893999972,0.920209627,0.878103168,"[0.9421015  0.97275641 0.96916705 0.99237273 0.95489103 0.62251656
 0.8391987  0.97210658 0.95980392 0.98069853 0.91940299 0.66666667
 0.98556701 0.78918919 0.91682785 0.96376388 0.73103448 0.91393443]"
633,96.07335399,0.001293367,0.001271929,0.884432733,0.923761208,0.861140007,"[0.93732194 0.96343402 0.96539162 0.99116504 0.96215656 0.54676259
 0.80894093 0.96800826 0.95873487 0.97997699 0.92262488 0.63043478
 0.9898167  0.78074866 0.91935484 0.96644295 0.71057884 0.91789474]"
634,96.38324065,0.001248768,0.001182691,0.900822564,0.9278469,0.884116696,"[0.9474828  0.9656275  0.96452627 0.99174334 0.97662338 0.62773723
 0.85035116 0.97198589 0.95862913 0.97672296 0.92115385 0.71428571
 0.98770492 0.82758621 0.92069632 0.95572065 0.73664122 0.91958763]"
635,96.25588997,0.001256101,0.001201178,0.896307097,0.924000559,0.884476065,"[0.93967093 0.96805112 0.96818182 0.99250074 0.96658098 0.65753425
 0.83420776 0.9718104  0.95437912 0.97737143 0.91350826 0.62222222
 0.98977505 0.86511628 0.92249527 0.96305055 0.69184891 0.93522267]"
636,96.28136011,0.001275936,0.001196643,0.897806752,0.923514322,0.884661591,"[0.95217233 0.97305864 0.97093551 0.9919479  0.97910136 0.67096774
 0.81116751 0.97061258 0.96029233 0.98153278 0.89072165 0.67391304
 0.97188755 0.83253589 0.93617021 0.96252927 0.73161765 0.8993576 ]"
637,96.29409517,0.001229821,0.001215069,0.892604738,0.908854519,0.881744888,"[0.9443631  0.96692913 0.96768402 0.9926427  0.97510373 0.54285714
 0.82934783 0.97178167 0.95819154 0.98319134 0.90854271 0.69306931
 0.98973306 0.8241206  0.93280632 0.96328928 0.69730586 0.92592593]"
638,96.36201554,0.001237788,0.001158708,0.897848703,0.906968896,0.893392688,"[0.94302411 0.96840442 0.97531993 0.99190833 0.96944588 0.62420382
 0.82796892 0.97142857 0.96066455 0.98094145 0.92725509 0.67961165
 0.9877551  0.82819383 0.93436293 0.96278933 0.70106762 0.92693111]"
639,96.31107526,0.001209477,0.001193631,0.905707997,0.923596736,0.892574518,"[0.93671791 0.96453901 0.97616865 0.99233581 0.97035881 0.73333333
 0.81275362 0.96626903 0.95616171 0.9799308  0.93359375 0.67961165
 0.99173554 0.86       0.94186047 0.96209913 0.72527473 0.92      ]"
640,96.52757142,0.001240142,0.001114639,0.909855526,0.928727274,0.89577351,"[0.94903988 0.97514034 0.97060154 0.98976471 0.97403946 0.68531469
 0.84471366 0.97115781 0.95852535 0.98273083 0.92416582 0.72897196
 0.9877551  0.86538462 0.94390716 0.96531452 0.7412844  0.91958763]"
641,96.4681411,0.00119348,0.001133515,0.907015428,0.933577383,0.890671023,"[0.94566814 0.96717374 0.97464269 0.98938852 0.97510373 0.68639053
 0.84718187 0.96928747 0.95635306 0.98368191 0.92725509 0.70103093
 0.98960499 0.86868687 0.91472868 0.96283289 0.72440945 0.94285714]"
642,96.54030649,0.001228764,0.001145628,0.904802006,0.932983698,0.889417319,"[0.945047   0.97110754 0.97398448 0.9918459  0.96678967 0.67515924
 0.84151329 0.97227434 0.96159527 0.97997699 0.93385214 0.65934066
 0.98977505 0.84536082 0.93413174 0.96830474 0.74115456 0.93522267]"
643,96.23890988,0.001177317,0.001214122,0.899876923,0.929394655,0.882010795,"[0.94307197 0.96794872 0.97636364 0.98994886 0.96334538 0.65306122
 0.8171926  0.97060041 0.95477878 0.98297285 0.91607685 0.75
 0.98550725 0.85       0.92395437 0.96834701 0.65677966 0.92783505]"
644,96.22617481,0.001206079,0.001283464,0.901608247,0.927436937,0.88588732,"[0.94843863 0.95529412 0.97332107 0.98976711 0.97249611 0.70344828
 0.83271768 0.97001034 0.96180215 0.97067793 0.90945274 0.68
 0.9877551  0.83962264 0.94117647 0.96189376 0.71968191 0.91139241]"
645,96.47238613,0.00117952,0.001142561,0.907846121,0.925644827,0.897987,"[0.95192308 0.97129187 0.97891842 0.99207757 0.97438578 0.75342466
 0.83368421 0.96748645 0.95924309 0.97852901 0.92727273 0.73267327
 0.99176955 0.7965368  0.9379845  0.96583671 0.70479705 0.92339545]"
646,96.50634631,0.001165865,0.001175955,0.90795922,0.933336334,0.891545164,"[0.94498382 0.96897375 0.97463768 0.99258908 0.96827873 0.66666667
 0.83402062 0.97163995 0.96162416 0.97854861 0.92555332 0.7184466
 0.9877551  0.87922705 0.93360161 0.96561857 0.74223035 0.92887029]"
647,96.40446576,0.001159641,0.001209028,0.902644747,0.934857554,0.882209523,"[0.94332855 0.96645367 0.98215103 0.99271888 0.95204082 0.68965517
 0.81396561 0.972716   0.96171665 0.98403147 0.90890688 0.71578947
 0.98780488 0.83243243 0.92125984 0.97079439 0.73394495 0.91789474]"
648,96.21343974,0.001164102,0.001274655,0.894207899,0.920298654,0.878679653,"[0.93993447 0.96974522 0.97096189 0.99232767 0.95954357 0.59090909
 0.79957582 0.97139329 0.9619071  0.98114075 0.9265873  0.7184466
 0.98574338 0.82407407 0.91881188 0.96471274 0.69685039 0.92307692]"
649,96.81198794,0.001183452,0.001081212,0.918120916,0.922410047,0.916100282,"[0.94893155 0.97310127 0.97835099 0.99319083 0.97807933 0.74358974
 0.85275424 0.97271402 0.9666749  0.98001378 0.93731919 0.77192982
 0.99176955 0.84210526 0.91651206 0.9638273  0.77199282 0.94331984]"
650,96.60398183,0.001129169,0.001111653,0.915332203,0.931426516,0.90435038,"[0.95027624 0.96373892 0.97511521 0.99129104 0.97454545 0.72727273
 0.86208822 0.9686025  0.95899054 0.97775718 0.93320236 0.72897196
 0.98969072 0.89099526 0.93787575 0.95907781 0.76153846 0.92494929]"
651,96.5785117,0.001140496,0.001157065,0.912766774,0.936775691,0.896803732,"[0.94575303 0.96202532 0.97843047 0.99139252 0.97368421 0.72258065
 0.83157895 0.97121557 0.96292659 0.98216354 0.92907093 0.74
 0.99794661 0.86153846 0.93617021 0.96672504 0.73664122 0.93995859]"
652,96.44691599,0.00112106,0.001151783,0.9045716,0.921982804,0.898111689,"[0.94902824 0.96414343 0.97150611 0.99241167 0.97659906 0.66666667
 0.83715847 0.97335261 0.95879054 0.98071113 0.91649695 0.70833333
 0.9877551  0.85321101 0.93333333 0.96614127 0.72103004 0.92561983]"
653,96.60398183,0.001113363,0.00112592,0.916429746,0.921570674,0.913284531,"[0.94460641 0.97079716 0.97670169 0.99215386 0.96702128 0.725
 0.82911051 0.97411472 0.96136919 0.9813321  0.93465347 0.83050847
 0.98360656 0.83486239 0.94346979 0.96845794 0.74545455 0.93251534]"
654,96.40871079,0.001134198,0.001235836,0.903608813,0.921145679,0.893725837,"[0.93079096 0.96916996 0.97461469 0.99161351 0.96824571 0.68456376
 0.83718372 0.9704712  0.95756098 0.98249655 0.92935323 0.67346939
 0.99386503 0.84931507 0.9245283  0.96978586 0.74729242 0.9106383 ]"
655,96.60398183,0.001111791,0.001156536,0.905081777,0.912661994,0.904746941,"[0.95241608 0.96629213 0.97891842 0.99175695 0.97449245 0.65771812
 0.84385027 0.97035491 0.96243555 0.98172682 0.92815534 0.74796748
 0.97983871 0.80991736 0.93333333 0.97015799 0.72222222 0.91991786]"
656,96.59124676,0.001129437,0.001166891,0.910682302,0.926409406,0.898702843,"[0.94308357 0.96502385 0.97538742 0.9914731  0.96456086 0.6442953
 0.85221392 0.97288277 0.9604299  0.98112339 0.93604651 0.77477477
 0.99381443 0.86699507 0.93516699 0.96343587 0.74199623 0.92957746]"
657,96.32381033,0.001129644,0.001250787,0.908851698,0.92962309,0.896230957,"[0.91337491 0.96753761 0.98441797 0.99234033 0.97112861 0.73417722
 0.79206799 0.97279335 0.96011745 0.98206072 0.93269231 0.73267327
 0.99176955 0.86666667 0.94324853 0.96787504 0.71005917 0.9443299 ]"
658,96.50634631,0.00110637,0.001192454,0.906447922,0.928021979,0.892151451,"[0.94517544 0.9706116  0.9723356  0.99319406 0.96498455 0.67586207
 0.83927592 0.96741344 0.96243555 0.97977941 0.91462218 0.75247525
 0.99176955 0.81339713 0.93023256 0.96674446 0.7443609  0.93139293]"
659,96.43842595,0.001074075,0.00117256,0.899669496,0.922079458,0.887860578,"[0.93686502 0.96196513 0.97536496 0.99317548 0.97157623 0.65454545
 0.85821295 0.97051495 0.95272904 0.98206897 0.9194499  0.68085106
 0.98969072 0.78409091 0.94368932 0.96959064 0.72435897 0.9253112 ]"
660,96.62096192,0.001098818,0.001154382,0.912178974,0.934283793,0.898520026,"[0.94571949 0.96671949 0.97934832 0.99261884 0.97705944 0.72972973
 0.83661522 0.9667686  0.9595092  0.98362924 0.93134328 0.75728155
 0.99183673 0.82407407 0.94777563 0.96838407 0.73870334 0.92210526]"
661,96.40022074,0.001095218,0.001186533,0.910151454,0.932102378,0.895214637,"[0.95290252 0.95875486 0.97540984 0.9879377  0.97710718 0.75324675
 0.82569832 0.97289468 0.96533203 0.98226215 0.88982162 0.77227723
 0.97983871 0.85849057 0.93436293 0.96633196 0.72559853 0.9044586 ]"
662,96.45540604,0.001096319,0.00114898,0.910772486,0.920828405,0.904291614,"[0.93678161 0.97525938 0.97802198 0.99176003 0.97537978 0.69281046
 0.82166302 0.97320872 0.96308971 0.98231105 0.93675889 0.76923077
 0.9877551  0.88118812 0.92952381 0.96543644 0.70261941 0.93110647]"
663,96.49361124,0.001087666,0.001160441,0.912513539,0.927836339,0.901403144,"[0.94778825 0.9728     0.97657327 0.99178438 0.95754476 0.72972973
 0.8314978  0.97028477 0.96278159 0.98157531 0.92125984 0.77669903
 0.99383984 0.85294118 0.92898273 0.96658851 0.7394958  0.92307692]"
664,96.09882413,0.001071739,0.00133291,0.898559503,0.920851093,0.884340692,"[0.93033075 0.96650718 0.96768402 0.9917571  0.9590766  0.63380282
 0.80732984 0.97315297 0.96100074 0.97833103 0.91282051 0.70103093
 0.99588477 0.86407767 0.92057026 0.96537559 0.71617162 0.92916667]"
665,96.54879654,0.001064258,0.001143318,0.915047909,0.938841476,0.899304468,"[0.94368231 0.96622152 0.97449909 0.98966651 0.97246753 0.74172185
 0.85010941 0.97274808 0.96182085 0.97873314 0.91152263 0.76470588
 0.99381443 0.87323944 0.94346979 0.96757075 0.73540856 0.92946058]"
666,96.57426667,0.001060477,0.00117638,0.906221158,0.927118902,0.892874329,"[0.94922737 0.96774194 0.97708524 0.99216218 0.96061381 0.68831169
 0.85745494 0.97227969 0.9592035  0.98227032 0.9010101  0.70707071
 0.99176955 0.84729064 0.92164179 0.96774194 0.74860335 0.92050209]"
667,96.3747506,0.001049304,0.001269766,0.906387869,0.913570333,0.900651289,"[0.92983087 0.95810277 0.97565457 0.99348496 0.95624333 0.65753425
 0.81063483 0.97197032 0.96260321 0.98419244 0.9380531  0.76521739
 0.97580645 0.85990338 0.91585127 0.9686019  0.7694859  0.9218107 ]"
668,96.4851212,0.001065943,0.00116771,0.90413051,0.913391958,0.898419745,"[0.94134897 0.96144768 0.97241067 0.99246604 0.97545692 0.62585034
 0.84858757 0.97464672 0.95609993 0.98298851 0.93731343 0.75229358
 0.98969072 0.82291667 0.94230769 0.96682189 0.71366906 0.91803279]"
669,96.57426667,0.001076628,0.001159861,0.913872243,0.924099772,0.907104775,"[0.94207096 0.97215593 0.97489731 0.99219212 0.96807415 0.74666667
 0.85336273 0.9703504  0.96062992 0.97942387 0.93423598 0.76635514
 0.99586777 0.84684685 0.93333333 0.9663841  0.72377622 0.92307692]"
670,96.31956531,0.001021939,0.001221633,0.905007675,0.935018521,0.886626021,"[0.93169498 0.9706116  0.97678653 0.99181052 0.95755694 0.65248227
 0.80398671 0.9706787  0.95976591 0.98321453 0.93633692 0.77669903
 0.98977505 0.8708134  0.932      0.96642336 0.69166667 0.92783505]"
671,96.5615316,0.001041062,0.001145607,0.909779552,0.944446397,0.887280451,"[0.95059502 0.97310127 0.97545455 0.98766875 0.97258148 0.68831169
 0.83363363 0.96938566 0.95949551 0.98552722 0.934      0.71578947
 0.98960499 0.86567164 0.94632207 0.96937574 0.73517787 0.92433538]"
672,96.52757142,0.001063185,0.001189324,0.908940102,0.938064591,0.889697175,"[0.94545455 0.968      0.96975169 0.99110142 0.96737442 0.6618705
 0.83       0.97281713 0.96332281 0.97990298 0.93175074 0.75510204
 0.99381443 0.85714286 0.93516699 0.96710335 0.72623574 0.94501018]"
673,96.51908138,0.001049808,0.001219618,0.909293091,0.924156218,0.898480639,"[0.93928571 0.96723869 0.97452229 0.99238893 0.9699793  0.64052288
 0.8474026  0.97070957 0.96159527 0.97855661 0.92370295 0.78504673
 0.98765432 0.84878049 0.93385214 0.96502667 0.75229358 0.9287169 ]"
674,96.82472301,0.001039575,0.001085408,0.921028077,0.930701397,0.915525181,"[0.94813203 0.97464342 0.97513812 0.99354227 0.97950604 0.7251462
 0.84343701 0.97268212 0.9646539  0.98210188 0.93587174 0.80769231
 0.99183673 0.88557214 0.94274809 0.97076023 0.73898305 0.94605809]"
675,96.60822685,0.001036936,0.001109649,0.912129704,0.944399319,0.891979604,"[0.94300144 0.96850394 0.97632058 0.99141681 0.97766234 0.68656716
 0.83782298 0.97196262 0.95819154 0.98100093 0.9332004  0.73267327
 0.99794661 0.91089109 0.93567251 0.96723688 0.7030303  0.94523327]"
676,96.56577663,0.001046007,0.001162556,0.910216841,0.929696147,0.897092667,"[0.94825073 0.96590008 0.97052154 0.99064541 0.97805643 0.625
 0.85187255 0.97076986 0.96242069 0.97802198 0.93359762 0.80769231
 0.98780488 0.85844749 0.93567251 0.96513002 0.73134328 0.92275574]"
677,96.66341215,0.001024017,0.001074247,0.915979233,0.926892443,0.910960426,"[0.94793926 0.97193264 0.97966728 0.98926245 0.97923157 0.7032967
 0.84581006 0.97230897 0.96203772 0.98175941 0.92779426 0.75229358
 0.99793814 0.88262911 0.95366795 0.96770439 0.72972973 0.94262295]"
678,96.78651781,0.00100191,0.00107637,0.920196452,0.947885111,0.902539391,"[0.94143167 0.96945338 0.98113208 0.99141075 0.97916667 0.80794702
 0.84679666 0.97220506 0.96141713 0.98380379 0.93869732 0.76767677
 0.99183673 0.84729064 0.94777563 0.9699796  0.71968191 0.94583333]"
679,96.30683024,0.001030778,0.001238402,0.906618851,0.925733337,0.895191302,"[0.9287257  0.9688747  0.97337006 0.99278021 0.95166488 0.65838509
 0.81019523 0.96853794 0.96163186 0.98155832 0.93942403 0.71578947
 0.99794661 0.87619048 0.93439364 0.96663766 0.75721562 0.93581781]"
680,96.59124676,0.001000112,0.001131038,0.911612502,0.92443967,0.902183862,"[0.94345025 0.964687   0.97891842 0.99276394 0.98020833 0.71232877
 0.8380011  0.97120527 0.9628719  0.97945205 0.92721834 0.74766355
 0.99381443 0.86010363 0.93084112 0.96768508 0.72285251 0.93495935]"
681,96.82896803,0.000992084,0.001096939,0.911420126,0.922907502,0.902044918,"[0.95623632 0.96743447 0.97184378 0.9924332  0.96956978 0.64383562
 0.85143166 0.97439075 0.96484375 0.9861942  0.94788594 0.75438596
 0.99588477 0.84848485 0.93203883 0.9698566  0.72759227 0.95121951]"
682,96.64218704,0.001033969,0.001151752,0.911020966,0.938371935,0.894959666,"[0.93925064 0.96945967 0.96934175 0.99107038 0.97589099 0.63703704
 0.8441704  0.97159444 0.9599806  0.98429561 0.93423598 0.76923077
 0.99383984 0.87557604 0.95516569 0.97070885 0.7195122  0.93801653]"
683,96.76529269,0.000997184,0.001116365,0.911622303,0.929424313,0.899527488,"[0.95474453 0.97366321 0.97419647 0.9922764  0.97294485 0.66225166
 0.85624013 0.97259987 0.96314376 0.98341014 0.92692693 0.71153846
 0.98181818 0.89756098 0.94552529 0.96559767 0.73921201 0.93555094]"
684,96.50634631,0.000999465,0.001194544,0.912550718,0.924589454,0.903093191,"[0.93942614 0.96535433 0.976299   0.99082785 0.97054264 0.68831169
 0.83704974 0.97142857 0.95795427 0.98316032 0.93385214 0.77586207
 0.98973306 0.88118812 0.94280079 0.9651094  0.72014925 0.93686354]"
685,96.60822685,0.001014821,0.001152844,0.910926887,0.937692974,0.89273269,"[0.94759668 0.97370518 0.97644928 0.99019205 0.96319018 0.75
 0.84558405 0.97205548 0.96234719 0.98229478 0.92028254 0.70103093
 0.98580122 0.8358209  0.96047431 0.96815659 0.72420263 0.9375    ]"
686,96.83745808,0.000993735,0.001064751,0.917038561,0.925303304,0.9118397,"[0.95206733 0.97220016 0.9787627  0.99168387 0.98006296 0.70731707
 0.84575026 0.97540814 0.96555118 0.98572744 0.92323439 0.77876106
 0.98977505 0.87735849 0.93822394 0.97146185 0.72426471 0.9490835 ]"
687,96.50210129,0.000994877,0.00119437,0.910194924,0.93478916,0.8946697,"[0.93734336 0.96753761 0.97512438 0.98921327 0.97365648 0.69064748
 0.81712963 0.97341513 0.96123651 0.98550725 0.94071146 0.77586207
 0.9898167  0.85581395 0.948      0.96832845 0.69834711 0.93581781]"
688,96.07335399,0.000980267,0.001305748,0.898796203,0.914882045,0.889193922,"[0.9203103  0.96733068 0.97596372 0.99254085 0.94911623 0.7037037
 0.77927928 0.97286099 0.95898438 0.98450867 0.93190661 0.66666667
 0.99588477 0.84693878 0.9296875  0.96717979 0.69745223 0.93801653]"
689,96.44267097,0.001015368,0.001199685,0.910943015,0.917875493,0.907076645,"[0.9314874  0.97611465 0.97721057 0.99271543 0.96012931 0.73333333
 0.81208791 0.9731306  0.96428571 0.98344066 0.93059629 0.74766355
 0.99386503 0.86757991 0.92105263 0.96770439 0.752443   0.91213389]"
690,96.67190219,0.0009813,0.001155271,0.918832438,0.937102681,0.906567226,"[0.93807829 0.96666667 0.98126999 0.99216403 0.9664     0.78481013
 0.83037157 0.97320872 0.96243555 0.98335645 0.93306693 0.7254902
 0.99794661 0.87922705 0.95330739 0.96749855 0.76082863 0.94285714]"
691,96.09882413,0.00098659,0.001344193,0.901909572,0.930235023,0.881163741,"[0.92801694 0.97075099 0.97231049 0.99256462 0.92178478 0.72258065
 0.78567431 0.9699448  0.96641334 0.98280669 0.92383778 0.72727273
 0.99381443 0.8342246  0.89029536 0.96609678 0.75935829 0.92662474]"
