Epoch,Training Accuracy,Validation Accuracy,Training Loss,Validation Loss,F1 Score,Precision,Recall,Class 0 F1 Score,Class 0 Precision,Class 0 Recall,Class 1 F1 Score,Class 1 Precision,Class 1 Recall,Class 2 F1 Score,Class 2 Precision,Class 2 Recall,Class 3 F1 Score,Class 3 Precision,Class 3 Recall,Class 4 F1 Score,Class 4 Precision,Class 4 Recall,Class 5 F1 Score,Class 5 Precision,Class 5 Recall,Class 6 F1 Score,Class 6 Precision,Class 6 Recall,Class 7 F1 Score,Class 7 Precision,Class 7 Recall,Class 8 F1 Score,Class 8 Precision,Class 8 Recall,Class 9 F1 Score,Class 9 Precision,Class 9 Recall,Class 10 F1 Score,Class 10 Precision,Class 10 Recall,Class 11 F1 Score,Class 11 Precision,Class 11 Recall,Class 12 F1 Score,Class 12 Precision,Class 12 Recall,Class 13 F1 Score,Class 13 Precision,Class 13 Recall,Class 14 F1 Score,Class 14 Precision,Class 14 Recall,Class 15 F1 Score,Class 15 Precision,Class 15 Recall,Class 16 F1 Score,Class 16 Precision,Class 16 Recall,Class 17 F1 Score,Class 17 Precision,Class 17 Recall
71,95.82395902,96.08608906,0.000446219,0.000532897,0.899975993,0.905253155,0.89877472,0.9387064,0.92276964,0.955203308,0.945121951,0.953846154,0.936555891,0.965090588,0.975,0.955380577,0.991488077,0.996601942,0.986426426,0.974624547,0.960204082,0.989484753,0.703448276,0.80952381,0.62195122,0.83268047,0.82300885,0.842582106,0.963803812,0.959079284,0.968575118,0.958249497,0.961150353,0.955366098,0.978536811,0.978311029,0.978762696,0.927054478,0.933085502,0.921100917,0.708333333,0.653846154,0.772727273,0.989619377,0.989619377,0.989619377,0.818181818,0.920454545,0.736363636,0.893169877,0.852842809,0.9375,0.965063001,0.96727899,0.962857143,0.732223903,0.679775281,0.793442623,0.914171657,0.958158996,0.874045802
72,95.90142943,96.14127436,0.000436721,0.000506023,0.899006627,0.916737736,0.886723018,0.936743865,0.939667129,0.933838732,0.9687738,0.976958525,0.960725076,0.965071151,0.951530612,0.979002625,0.991599664,0.990648603,0.992552553,0.966233766,0.954825462,0.977917981,0.644295302,0.71641791,0.585365854,0.832492997,0.823725055,0.841449604,0.969929623,0.961115807,0.978906586,0.953511375,0.940487805,0.966900702,0.975062915,0.966439909,0.983841182,0.930656934,0.925589837,0.935779817,0.736842105,0.68627451,0.795454545,0.991334489,0.993055556,0.989619377,0.816753927,0.962962963,0.709090909,0.898496241,0.919230769,0.878676471,0.960419092,0.978647687,0.942857143,0.734082397,0.855895197,0.642622951,0.909819639,0.957805907,0.866412214
73,95.90779599,95.83563272,0.000433106,0.00052487,0.898344245,0.919055786,0.887200653,0.934546727,0.949502134,0.920055134,0.953229399,0.937226277,0.96978852,0.969512195,0.965307892,0.973753281,0.989891697,0.991681736,0.988108108,0.972352634,0.964803313,0.98002103,0.705035971,0.859649123,0.597560976,0.805571677,0.826190476,0.785956965,0.967700258,0.968117191,0.967283685,0.952544031,0.929799427,0.976429288,0.978210478,0.982309125,0.974145891,0.907677357,0.964876033,0.856880734,0.736842105,0.875,0.636363636,0.986254296,0.979522184,0.993079585,0.85,0.944444444,0.772727273,0.916666667,0.903571429,0.930147059,0.966408269,0.971148298,0.961714286,0.683443709,0.573333333,0.845901639,0.894308943,0.956521739,0.839694656
74,95.92901952,95.95024833,0.000437404,0.000551368,0.895332752,0.920241484,0.878760709,0.92226614,0.883280757,0.964851826,0.966360856,0.978328173,0.954682779,0.967119684,0.969244288,0.965004374,0.990659801,0.987585054,0.993753754,0.963741461,0.963235294,0.96424816,0.704402516,0.727272727,0.682926829,0.827173913,0.795193312,0.861834655,0.965517241,0.966767372,0.96427034,0.951392405,0.960633947,0.942326981,0.978457262,0.981868898,0.975069252,0.921803128,0.924354244,0.919266055,0.698795181,0.743589744,0.659090909,0.989655172,0.986254296,0.993079585,0.748603352,0.971014493,0.609090909,0.905380334,0.913857678,0.897058824,0.963579008,0.967184801,0.96,0.719844358,0.885167464,0.606557377,0.931237721,0.95951417,0.904580153
75,95.96828791,96.09882413,0.000432289,0.000512773,0.90596189,0.912900907,0.901912432,0.950122079,0.961864407,0.938662991,0.958301744,0.96194825,0.954682779,0.968448729,0.970149254,0.966754156,0.990304125,0.992995169,0.987627628,0.976066597,0.966014418,0.986330179,0.712328767,0.8125,0.634146341,0.847861397,0.812240664,0.886749717,0.968393894,0.967353952,0.969436074,0.955721393,0.948173741,0.963390171,0.969028625,0.985209924,0.953370268,0.920145191,0.910233393,0.930275229,0.75,0.833333333,0.681818182,0.986348123,0.973063973,1,0.82464455,0.861386139,0.790909091,0.927797834,0.911347518,0.944852941,0.950659782,0.954493088,0.946857143,0.739263804,0.694524496,0.790163934,0.911877395,0.915384615,0.908396947
76,96.01179655,95.63187163,0.000436461,0.000555314,0.894144043,0.907919073,0.886652688,0.917925148,0.876489028,0.963473467,0.95944912,0.972093023,0.947129909,0.968503937,0.968503937,0.968503937,0.989622698,0.988377666,0.990870871,0.973284442,0.969728601,0.976866456,0.661764706,0.833333333,0.548780488,0.790807307,0.824324324,0.7599094,0.969436074,0.969436074,0.969436074,0.941356451,0.95746888,0.925777332,0.979393378,0.982350209,0.976454294,0.898578199,0.929411765,0.869724771,0.741573034,0.733333333,0.75,0.989583333,0.993031359,0.98615917,0.820512821,0.941176471,0.727272727,0.918918919,0.901060071,0.9375,0.96336577,0.965022936,0.961714286,0.695906433,0.627968338,0.780327869,0.914611006,0.909433962,0.919847328
77,95.99906401,96.17523454,0.000427008,0.00049078,0.907678696,0.908329948,0.90918376,0.933911883,0.905501618,0.964162646,0.963581184,0.967987805,0.959214502,0.97092511,0.977817214,0.964129484,0.991501416,0.995039923,0.987987988,0.975077882,0.963076923,0.987381703,0.720930233,0.688888889,0.756097561,0.824778761,0.860837438,0.791619479,0.970902867,0.965121225,0.976754197,0.953417722,0.962678937,0.944332999,0.978346915,0.986848286,0.969990766,0.927643785,0.938086304,0.917431193,0.761904762,0.8,0.727272727,0.979591837,0.963210702,0.996539792,0.862559242,0.900990099,0.827272727,0.928702011,0.923636364,0.933823529,0.963971631,0.957183099,0.970857143,0.72173913,0.646753247,0.816393443,0.908730159,0.946280992,0.874045802
78,96.06910545,95.6446067,0.000409463,0.000547037,0.893252811,0.899405353,0.889891178,0.922821025,0.891961415,0.955892488,0.959511077,0.970633694,0.948640483,0.963844797,0.971555556,0.956255468,0.991927711,0.994924471,0.988948949,0.966580977,0.945674044,0.988433228,0.723684211,0.785714286,0.670731707,0.758893281,0.756756757,0.761041903,0.968816745,0.961424332,0.976323719,0.954545455,0.961342828,0.947843531,0.979837775,0.983713355,0.975992613,0.90803485,0.961065574,0.860550459,0.723404255,0.68,0.772727273,0.989619377,0.989619377,0.989619377,0.82,0.911111111,0.745454545,0.878216123,0.823151125,0.941176471,0.959201141,0.957834758,0.960571429,0.697674419,0.707070707,0.68852459,0.911937378,0.935742972,0.889312977
79,95.9693488,96.16249947,0.000428732,0.000521959,0.905720231,0.918172324,0.897417093,0.935382466,0.948300283,0.922811854,0.965779468,0.972434916,0.959214502,0.969190141,0.975199291,0.963254593,0.992150706,0.997450528,0.986906907,0.975991649,0.968911917,0.983175605,0.737588652,0.881355932,0.634146341,0.828982419,0.782696177,0.881087203,0.963748145,0.949456976,0.978476108,0.953731343,0.946199408,0.961384152,0.978861789,0.985039738,0.972760849,0.929104478,0.944971537,0.913761468,0.741573034,0.733333333,0.75,0.989690722,0.982935154,0.996539792,0.828282828,0.931818182,0.745454545,0.909413854,0.879725086,0.941176471,0.963869132,0.959773371,0.968,0.727272727,0.733333333,0.721311475,0.912350598,0.954166667,0.874045802
80,95.99906491,96.56577663,0.000422142,0.000465799,0.909884227,0.915300117,0.905884896,0.951169188,0.949210707,0.953135768,0.963636364,0.96656535,0.960725076,0.970044053,0.976929902,0.963254593,0.992407809,0.995647443,0.989189189,0.97515528,0.960244648,0.990536278,0.722891566,0.714285714,0.731707317,0.84789644,0.809474768,0.890147225,0.974989219,0.976673866,0.973310375,0.958415842,0.946236559,0.970912738,0.980101805,0.982374768,0.977839335,0.941284404,0.941284404,0.941284404,0.711111111,0.695652174,0.727272727,0.987868284,0.989583333,0.98615917,0.877358491,0.911764706,0.845454545,0.921606119,0.960159363,0.886029412,0.964082098,0.96188851,0.966285714,0.718132855,0.793650794,0.655737705,0.919765166,0.9437751,0.896946565
81,95.93963512,96.55728658,0.000429375,0.000452633,0.914465659,0.922953038,0.910741978,0.949591281,0.938720539,0.960716747,0.959324635,0.975039002,0.944108761,0.969908417,0.966956522,0.97287839,0.99172955,0.99684466,0.986666667,0.977319588,0.958543984,0.996845426,0.720588235,0.907407407,0.597560976,0.851540616,0.842572062,0.860702152,0.972018941,0.972018941,0.972018941,0.96108461,0.962292609,0.959879639,0.980680773,0.977085243,0.984302862,0.935424354,0.940630798,0.930275229,0.769230769,0.744680851,0.795454545,0.989690722,0.982935154,0.996539792,0.879227053,0.93814433,0.827272727,0.923913043,0.910714286,0.9375,0.964152567,0.967760507,0.960571429,0.746987952,0.690807799,0.813114754,0.91796875,0.94,0.896946565
82,96.01816643,96.12853929,0.000420747,0.000533834,0.908436984,0.928861655,0.895493435,0.935516888,0.926351351,0.94486561,0.951724138,0.965785381,0.938066465,0.972711268,0.97874225,0.966754156,0.990415718,0.987812164,0.993033033,0.959028832,0.923976608,0.996845426,0.745098039,0.802816901,0.695121951,0.819428571,0.826989619,0.81200453,0.971221488,0.961993243,0.980628498,0.95667418,0.955477739,0.957873621,0.980983302,0.98555452,0.976454294,0.920289855,0.908765653,0.932110092,0.869565217,0.833333333,0.909090909,0.987868284,0.989583333,0.98615917,0.776595745,0.935897436,0.663636364,0.919413919,0.916058394,0.922794118,0.957682477,0.952004517,0.963428571,0.714570858,0.913265306,0.586885246,0.923076923,0.955102041,0.893129771
83,96.10412969,96.19221463,0.000413388,0.000512262,0.911497319,0.915051239,0.910794749,0.944709898,0.93576741,0.953824948,0.960902256,0.956586826,0.965256798,0.973186813,0.977915194,0.968503937,0.98971181,0.991441659,0.987987988,0.955510617,0.920155794,0.993690852,0.721518987,0.75,0.695121951,0.833726415,0.869618696,0.800679502,0.972335406,0.968803419,0.975893241,0.957889396,0.969199179,0.946840522,0.980401199,0.979272225,0.981532779,0.908587258,0.914498141,0.902752294,0.857142857,0.9,0.818181818,0.984509466,0.979452055,0.989619377,0.862559242,0.900990099,0.827272727,0.897579143,0.909433962,0.886029412,0.968208092,0.979532164,0.957142857,0.732590529,0.636803874,0.862295082,0.905882353,0.931451613,0.881679389
84,95.99057589,95.97147345,0.000428135,0.000517168,0.900344836,0.913732464,0.895955641,0.951794872,0.944369064,0.959338387,0.951807229,0.948948949,0.954682779,0.967343336,0.975957257,0.95888014,0.991186768,0.996238321,0.986186186,0.96439471,0.933990148,0.996845426,0.725146199,0.696629213,0.756097561,0.816351434,0.884920635,0.757644394,0.968567093,0.975545852,0.961687473,0.956909361,0.945205479,0.96890672,0.972812429,0.962912709,0.982917821,0.914285714,0.918518519,0.910091743,0.72972973,0.9,0.613636364,0.994800693,0.996527778,0.993079585,0.838383838,0.943181818,0.754545455,0.923649907,0.935849057,0.911764706,0.964152567,0.967760507,0.960571429,0.668387097,0.55106383,0.849180328,0.906504065,0.969565217,0.851145038
85,95.99906829,96.2431549,0.000431686,0.000499342,0.903854233,0.915354644,0.898820079,0.932427844,0.919009371,0.94624397,0.964939024,0.973846154,0.956193353,0.967968407,0.970950704,0.965004374,0.9921411,0.991011505,0.993273273,0.973724884,0.954545455,0.993690852,0.722580645,0.767123288,0.682926829,0.832349469,0.869297164,0.798414496,0.972799315,0.968030691,0.977615153,0.953303527,0.944389764,0.962387161,0.975576037,0.973781049,0.977377655,0.905017921,0.88441331,0.926605505,0.732673267,0.649122807,0.840909091,0.993079585,0.993079585,0.993079585,0.821782178,0.902173913,0.754545455,0.902998236,0.86779661,0.941176471,0.965222349,0.963026166,0.967428571,0.74015748,0.926108374,0.616393443,0.920634921,0.958677686,0.885496183
86,96.1242947,96.26013499,0.000408976,0.000493958,0.906991381,0.913289494,0.905546728,0.947548852,0.942701228,0.952446589,0.96329588,0.955423477,0.971299094,0.971254355,0.967042498,0.975503062,0.990737399,0.992169618,0.989309309,0.968139774,0.946733668,0.990536278,0.713286713,0.836065574,0.62195122,0.845982143,0.833883388,0.858437146,0.967384353,0.958192568,0.976754197,0.95240481,0.951451451,0.95336008,0.974440895,0.963447653,0.985687904,0.930841121,0.948571429,0.913761468,0.716981132,0.612903226,0.863636364,0.998266898,1,0.996539792,0.838095238,0.88,0.8,0.91954023,0.96,0.882352941,0.961176471,0.99030303,0.933714286,0.716468591,0.742957746,0.691803279,0.95,0.957364341,0.942748092
87,95.99800221,96.28985015,0.000428693,0.000500183,0.90685292,0.927659226,0.893486033,0.938053097,0.92669805,0.949689869,0.962452107,0.976671851,0.948640483,0.974848222,0.966466036,0.983377078,0.992513886,0.997693895,0.987387387,0.970266041,0.962732919,0.977917981,0.637681159,0.785714286,0.536585366,0.827586207,0.840140023,0.815402039,0.966015293,0.953459119,0.978906586,0.955394966,0.949479941,0.961384152,0.979544932,0.975286041,0.983841182,0.934682613,0.937269373,0.932110092,0.820512821,0.941176471,0.727272727,0.989655172,0.986254296,0.993079585,0.8,0.95,0.690909091,0.927007299,0.920289855,0.933823529,0.96285632,0.970400464,0.955428571,0.747774481,0.682926829,0.826229508,0.936507937,0.975206612,0.900763359
88,96.04682181,96.15400942,0.000421096,0.000508711,0.904298261,0.909853198,0.903819753,0.947079038,0.944482522,0.949689869,0.959634425,0.967741935,0.951661631,0.964624676,0.951489362,0.978127734,0.989131087,0.98895293,0.989309309,0.957640751,0.97702407,0.939011567,0.676056338,0.8,0.585365854,0.832009081,0.833902162,0.830124575,0.969645511,0.956448911,0.983211365,0.960301508,0.96223565,0.958375125,0.982448037,0.982902033,0.98199446,0.932330827,0.955684008,0.910091743,0.780952381,0.672131148,0.931818182,0.98440208,0.986111111,0.982698962,0.854460094,0.883495146,0.827272727,0.898710866,0.900369004,0.897058824,0.963896848,0.966666667,0.961142857,0.719379845,0.682352941,0.760655738,0.904665314,0.965367965,0.851145038
89,96.09564028,96.16674449,0.000414768,0.000483594,0.908764319,0.91302895,0.906274522,0.947976879,0.93557047,0.960716747,0.952526799,0.965838509,0.939577039,0.971279373,0.966233766,0.976377953,0.991293906,0.990996399,0.991591592,0.964118565,0.953703704,0.974763407,0.759493671,0.789473684,0.731707317,0.844192635,0.844671202,0.843714609,0.967963879,0.966924399,0.969005596,0.945555837,0.954987212,0.936308927,0.980455277,0.976637655,0.984302862,0.896925859,0.884135472,0.910091743,0.8,0.745098039,0.863636364,0.985964912,1,0.972318339,0.81,0.9,0.736363636,0.904942966,0.937007874,0.875,0.964326812,0.971031286,0.957714286,0.745928339,0.741100324,0.750819672,0.92481203,0.911111111,0.938931298
90,96.04893977,96.23890988,0.000417973,0.000493268,0.901677045,0.900638461,0.9054816,0.941216678,0.933559322,0.949000689,0.96121673,0.967840735,0.954682779,0.962576153,0.957575758,0.967629046,0.992526519,0.996008225,0.989069069,0.963155163,0.950819672,0.975814932,0.577319588,0.5,0.682926829,0.835990888,0.840778923,0.831257078,0.970575693,0.961554711,0.979767542,0.95811387,0.95835424,0.957873621,0.981734104,0.983325614,0.980147738,0.93158388,0.95210728,0.911926606,0.8,0.745098039,0.863636364,0.987826087,0.993006993,0.982698962,0.858536585,0.926315789,0.8,0.892592593,0.899253731,0.886029412,0.964357,0.96243597,0.966285714,0.739273927,0.744186047,0.73442623,0.911591356,0.939271255,0.885496183
91,96.09351624,96.34079042,0.000411929,0.000460912,0.903818192,0.932107313,0.885711109,0.951449528,0.964589235,0.938662991,0.966999233,0.982839314,0.951661631,0.970822281,0.981233244,0.960629921,0.988085309,0.980144191,0.996156156,0.9726381,0.955375254,0.990536278,0.742138365,0.766233766,0.719512195,0.843159066,0.828415301,0.858437146,0.970123773,0.961912823,0.978476108,0.957420625,0.940067666,0.975426279,0.978870005,0.973948812,0.983841182,0.93434824,0.970355731,0.900917431,0.692307692,0.794117647,0.613636364,0.991394148,0.98630137,0.996539792,0.857142857,0.935483871,0.790909091,0.922522523,0.90459364,0.941176471,0.965856481,0.978311841,0.953714286,0.64516129,0.9375,0.491803279,0.918287938,0.936507937,0.900763359
92,96.13278378,96.37899563,0.000403261,0.000482906,0.907949003,0.917937379,0.903473238,0.945833333,0.953114066,0.938662991,0.95585997,0.963190184,0.948640483,0.972759227,0.977052074,0.968503937,0.991300174,0.990290098,0.992312312,0.971722365,0.950704225,0.993690852,0.702702703,0.787878788,0.634146341,0.842046719,0.827322404,0.857304643,0.964566094,0.951046025,0.978476108,0.96024006,0.957605985,0.962888666,0.979440979,0.980120203,0.978762696,0.938181818,0.92972973,0.946788991,0.772277228,0.684210526,0.886363636,0.982758621,0.979381443,0.98615917,0.845070423,0.873786408,0.818181818,0.919413919,0.916058394,0.922794118,0.96527977,0.96945245,0.961142857,0.720930233,0.881516588,0.609836066,0.912698413,0.950413223,0.877862595
93,96.09564366,96.34928047,0.000416284,0.000498608,0.908282904,0.930344182,0.893110119,0.945479174,0.92942743,0.962095107,0.960061444,0.9765625,0.944108761,0.969277369,0.95890411,0.979877515,0.988145589,0.980146537,0.996276276,0.965410428,0.948275862,0.983175605,0.632352941,0.796296296,0.524390244,0.842105263,0.870616687,0.815402039,0.967244701,0.9620954,0.972449419,0.96010101,0.966937945,0.95336008,0.983004134,0.978062157,0.987996307,0.928166352,0.95711501,0.900917431,0.838709677,0.795918367,0.886363636,0.98951049,1,0.979238754,0.826923077,0.87755102,0.781818182,0.925925926,0.932835821,0.919117647,0.966523605,0.967908309,0.965142857,0.73255814,0.895734597,0.619672131,0.927592955,0.951807229,0.904580153
94,96.12004802,96.51483635,0.000402089,0.000459798,0.912473255,0.917961322,0.90999202,0.95039889,0.956703911,0.94417643,0.958490566,0.957767722,0.959214502,0.972270364,0.963090129,0.981627297,0.991786448,0.997327827,0.986306306,0.976016684,0.967942089,0.984227129,0.744827586,0.857142857,0.658536585,0.865490628,0.843179377,0.889014723,0.973160173,0.978667828,0.967714163,0.957388487,0.951461119,0.963390171,0.978713559,0.980983302,0.976454294,0.94214876,0.943014706,0.941284404,0.76744186,0.785714286,0.75,0.98630137,0.976271186,0.996539792,0.841121495,0.865384615,0.818181818,0.916981132,0.941860465,0.893382353,0.963511973,0.961319681,0.965714286,0.729377713,0.652849741,0.826229508,0.909090909,0.942622951,0.877862595
95,96.14551875,96.32805536,0.000410203,0.000493614,0.905928205,0.915315509,0.902541792,0.943918919,0.925778661,0.962784287,0.957620818,0.942898975,0.972809668,0.975438596,0.978012313,0.97287839,0.991845364,0.997569866,0.986186186,0.969571944,0.951417004,0.988433228,0.724832215,0.805970149,0.658536585,0.851017042,0.826923077,0.876557191,0.970998926,0.969125214,0.972879897,0.953180662,0.967458678,0.939317954,0.980120203,0.981481481,0.978762696,0.9251578,0.909574468,0.941284404,0.761904762,0.8,0.727272727,0.987826087,0.993006993,0.982698962,0.756756757,0.933333333,0.636363636,0.93135436,0.940074906,0.922794118,0.964733314,0.984533016,0.945714286,0.732673267,0.644278607,0.849180328,0.927756654,0.924242424,0.93129771
96,96.20919296,96.43418092,0.000409006,0.000467333,0.905253253,0.923331862,0.891452207,0.946823204,0.948788927,0.94486561,0.962566845,0.973724884,0.951661631,0.971279373,0.966233766,0.976377953,0.991451962,0.993725112,0.989189189,0.974120083,0.95922528,0.989484753,0.707482993,0.8,0.634146341,0.844275638,0.810416667,0.881087203,0.972576117,0.975736568,0.969436074,0.957641813,0.946157611,0.969408225,0.981201284,0.974499089,0.987996307,0.934198332,0.943820225,0.924770642,0.701298701,0.818181818,0.613636364,0.993079585,0.993079585,0.993079585,0.863849765,0.893203883,0.836363636,0.928440367,0.926739927,0.930147059,0.963511973,0.961319681,0.965714286,0.672760512,0.760330579,0.603278689,0.928,0.974789916,0.885496183
97,96.09776083,96.13278431,0.00040559,0.000489659,0.906473152,0.923014961,0.894596343,0.93852459,0.930264049,0.94693315,0.960979342,0.973643411,0.948640483,0.969855832,0.968586387,0.971128609,0.991948083,0.992425153,0.991471471,0.93239589,0.959910913,0.906414301,0.74829932,0.846153846,0.670731707,0.810245687,0.752427184,0.877689694,0.972799315,0.968030691,0.977615153,0.960896638,0.954477981,0.967402207,0.98245614,0.98245614,0.98245614,0.930275229,0.930275229,0.930275229,0.764044944,0.755555556,0.772727273,0.993103448,0.989690722,0.996539792,0.861386139,0.945652174,0.790909091,0.890876565,0.867595819,0.915441176,0.963453237,0.970434783,0.956571429,0.742537313,0.861471861,0.652459016,0.902439024,0.965217391,0.847328244
98,96.14127072,95.33047502,0.000408145,0.000607391,0.874083246,0.917706743,0.846773113,0.915775401,0.889033095,0.94417643,0.959459459,0.953731343,0.965256798,0.954310345,0.940526763,0.968503937,0.989240885,0.984533016,0.993993994,0.940740741,0.946751864,0.934805468,0.536585366,0.804878049,0.402439024,0.747596154,0.796414853,0.704416761,0.961279461,0.940304652,0.983211365,0.958033275,0.948844073,0.967402207,0.97856649,0.976990336,0.980147738,0.92475068,0.913978495,0.935779817,0.712328767,0.896551724,0.590909091,0.984509466,0.979452055,0.989619377,0.76344086,0.934210526,0.645454545,0.842883549,0.847583643,0.838235294,0.96533644,0.984551396,0.946857143,0.72,0.808163265,0.649180328,0.878661088,0.972222222,0.801526718
99,96.14339234,95.84412277,0.000407065,0.000540398,0.892729071,0.91308929,0.88026586,0.933019185,0.911842105,0.955203308,0.954819277,0.951951952,0.957703927,0.96975011,0.971880492,0.967629046,0.988398517,0.98416101,0.992672673,0.962117281,0.949795082,0.974763407,0.662337662,0.708333333,0.62195122,0.765850596,0.85915493,0.690826727,0.963509808,0.944582299,0.983211365,0.959076073,0.960281549,0.957873621,0.983568618,0.986078886,0.981071099,0.926483614,0.895547945,0.959633028,0.804597701,0.813953488,0.795454545,0.989619377,0.989619377,0.989619377,0.712643678,0.96875,0.563636364,0.900181488,0.888888889,0.911764706,0.971973418,0.983050847,0.961142857,0.709886548,0.701923077,0.718032787,0.911290323,0.965811966,0.86259542
100,96.18372156,96.45116101,0.000401814,0.000464387,0.913939393,0.917293474,0.913008918,0.944657153,0.954289733,0.935217092,0.965045593,0.970948012,0.959214502,0.967405476,0.961139896,0.973753281,0.99263285,0.998057073,0.987267267,0.96915839,0.963617464,0.974763407,0.676056338,0.8,0.585365854,0.833333333,0.845974329,0.821064553,0.969619715,0.957214765,0.982350409,0.961911875,0.955017301,0.96890672,0.980310401,0.983728498,0.976915974,0.930851064,0.90051458,0.963302752,0.863636364,0.863636364,0.863636364,0.989690722,0.982935154,0.996539792,0.859728507,0.855855856,0.863636364,0.919413919,0.916058394,0.922794118,0.968258507,0.969089868,0.967428571,0.733128834,0.688760807,0.783606557,0.926070039,0.944444444,0.908396947
101,96.21662514,96.42144585,0.000399695,0.000479773,0.90922052,0.929016177,0.895073416,0.935451166,0.917771883,0.953824948,0.961275626,0.966412214,0.956193353,0.968024529,0.969298246,0.966754156,0.99135758,0.990644117,0.992072072,0.973670625,0.956389452,0.991587802,0.732026144,0.788732394,0.682926829,0.842397336,0.825897715,0.859569649,0.971196928,0.962774958,0.979767542,0.959859508,0.960341365,0.959378134,0.983341046,0.985621521,0.981071099,0.933333333,0.916814159,0.950458716,0.795180723,0.846153846,0.75,0.993079585,0.993079585,0.993079585,0.83,0.922222222,0.754545455,0.908765653,0.885017422,0.933823529,0.967779056,0.974507532,0.961142857,0.708661417,0.886699507,0.590163934,0.910569106,0.973913043,0.854961832
102,96.17205064,96.48087617,0.000401707,0.000482052,0.909690714,0.93032709,0.895266446,0.948016416,0.940936864,0.955203308,0.96803653,0.975460123,0.960725076,0.966057441,0.961038961,0.971128609,0.992238734,0.993972999,0.990510511,0.968847352,0.956923077,0.981072555,0.671532847,0.836363636,0.56097561,0.861096328,0.812248996,0.91619479,0.971970677,0.973650108,0.97029703,0.96005991,0.955765408,0.96439318,0.976646427,0.988185255,0.965373961,0.941504178,0.953007519,0.930275229,0.823529412,0.853658537,0.795454545,0.989655172,0.986254296,0.993079585,0.816753927,0.962962963,0.709090909,0.912087912,0.908759124,0.915441176,0.961516695,0.95235426,0.970857143,0.72027972,0.771535581,0.675409836,0.924603175,0.962809917,0.889312977
103,96.24633342,96.34928047,0.000398726,0.000470541,0.906993941,0.917499568,0.900087476,0.946896552,0.947550035,0.94624397,0.965464313,0.981279251,0.950151057,0.965307892,0.957007739,0.973753281,0.989127838,0.983838384,0.994474474,0.974755281,0.955555556,0.994742376,0.726027397,0.828125,0.646341463,0.841132293,0.858490566,0.824462061,0.971147681,0.96434635,0.978045631,0.953453453,0.951548452,0.955366098,0.980374048,0.980600462,0.980147738,0.943714822,0.965451056,0.92293578,0.703296703,0.680851064,0.727272727,0.987868284,0.989583333,0.98615917,0.855895197,0.823529412,0.890909091,0.926126126,0.908127208,0.944852941,0.963453237,0.970434783,0.956571429,0.706994329,0.834821429,0.613114754,0.924855491,0.93385214,0.916030534
104,96.19858012,96.31107526,0.000392858,0.000480718,0.905690662,0.905563792,0.908425646,0.942670786,0.939124487,0.94624397,0.963800905,0.962349398,0.965256798,0.969170647,0.962068966,0.976377953,0.992505742,0.998783603,0.986306306,0.966615306,0.944779116,0.989484753,0.671052632,0.728571429,0.62195122,0.838782413,0.835016835,0.842582106,0.973416901,0.977430556,0.969436074,0.955426845,0.959534648,0.951354062,0.98227032,0.9797887,0.984764543,0.9021043,0.899635036,0.904587156,0.75,0.75,0.75,0.991334489,0.993055556,0.989619377,0.859903382,0.917525773,0.809090909,0.922522523,0.90459364,0.941176471,0.967928344,0.978959673,0.957142857,0.723943662,0.634567901,0.842622951,0.928982726,0.934362934,0.923664122
105,96.20282505,96.25588997,0.000396627,0.000507013,0.913646131,0.922753586,0.908268095,0.934871099,0.920507682,0.949689869,0.967889908,0.979876161,0.956193353,0.969590128,0.976909414,0.962379703,0.991884581,0.992779783,0.990990991,0.971875,0.962848297,0.981072555,0.730769231,0.77027027,0.695121951,0.824958586,0.804956897,0.845979615,0.96841656,0.960220059,0.976754197,0.96159601,0.956349206,0.966900702,0.970816233,0.959009009,0.982917821,0.936732767,0.964980545,0.910091743,0.8125,0.75,0.886363636,0.993079585,0.993079585,0.993079585,0.886792453,0.921568627,0.854545455,0.923636364,0.913669065,0.933823529,0.958935801,0.970725995,0.947428571,0.707692308,0.855813953,0.603278689,0.93359375,0.956,0.91221374
106,96.27605155,96.39597572,0.000390846,0.000488021,0.909405705,0.928753176,0.894792485,0.947511006,0.931424767,0.964162646,0.958652374,0.972049689,0.945619335,0.960636886,0.97137746,0.950131234,0.990588094,0.988750598,0.992432432,0.970649895,0.967607106,0.973711882,0.694444444,0.806451613,0.609756098,0.850436681,0.820864067,0.882219706,0.973111396,0.964875159,0.981489453,0.959374211,0.965464703,0.95336008,0.977543538,0.970427662,0.984764543,0.939226519,0.942698706,0.935779817,0.8,0.782608696,0.818181818,0.987868284,0.989583333,0.98615917,0.84,0.933333333,0.763636364,0.913207547,0.937984496,0.889705882,0.963703915,0.963979417,0.963428571,0.718045113,0.841409692,0.626229508,0.924302789,0.966666667,0.885496183
